age,workclass,marital_status,occupation,race,sex,native_country,income
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,1
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,1
55-59,Local-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
40-49,State-gov,Married-civ-spouse,Transport-moving,White,Male,North America,0
40-49,State-gov,Married-civ-spouse,Transport-moving,White,Male,North America,0
40-49,State-gov,Married-civ-spouse,Transport-moving,White,Male,North America,0
40-49,State-gov,Married-civ-spouse,Transport-moving,White,Male,North America,1
40-49,State-gov,Married-civ-spouse,Transport-moving,White,Male,North America,0
50-59,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,1
50-59,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,1
50-59,State-gov,Married-civ-spouse,Transport-moving,White,Male,United-States,0
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
40-44,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
45-49,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
50-59,Local-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,1
40-59,State-gov,Married-civ-spouse,Protective-serv,White,Male,United-States,0
50-54,Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
50-54,Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
50-54,Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
50-54,Federal-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-49,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
50-54,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
50-54,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
50-54,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
55-59,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,0
55-59,Local-gov,Married-civ-spouse,Exec-managerial,White,Male,United-States,1
40-59,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,1
40-59,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,0
40-59,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,0
40-59,Local-gov,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,0
40-49,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,1
40-49,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,0
40-49,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,1
50-59,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,0
50-59,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,0
50-59,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,1
50-59,State-gov,Married-civ-spouse,Nontechnical,White,Male,United-States,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,Europe,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,Europe,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,Europe,1
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,0
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,1
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,0
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,0
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,0
45-49,Non-Government,Married-civ-spouse,Technical,White,Male,Europe,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,Europe,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,Europe,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,Europe,0
50-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,1
50-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,0
50-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,1
50-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,1
50-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Other-service,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Other-service,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Other-service,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Government,Married-civ-spouse,*,White,Male,Europe,1
40-59,Government,Married-civ-spouse,*,White,Male,Europe,1
40-59,Government,Married-civ-spouse,*,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-59,Non-Government,Married-civ-spouse,*,White,Male,South America,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
40-44,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
49,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
49,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
49,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,North America,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,North America,0
50-59,Private,Married-civ-spouse,Craft-repair,White,Male,North America,1
50-54,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
50-54,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
50-54,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
50-54,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
50-54,Non-Government,Married-civ-spouse,Craft-repair,White,Male,*,0
55-59,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
55-59,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
55-59,Private,Married-civ-spouse,Craft-repair,White,Male,*,0
40-44,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,1
40-44,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
40-44,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
40-49,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
40-49,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
40-49,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
40-49,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Mexico,0
50-54,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
50-54,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
50-54,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
50-54,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
55-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
55-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
55-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,North America,0
40-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,0
40-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,0
40-59,Private,Married-civ-spouse,Machine-op-inspct,White,Male,Europe,0
40-49,Private,Married-civ-spouse,Other,White,Male,North America,0
40-49,Private,Married-civ-spouse,Other,White,Male,North America,0
40-49,Private,Married-civ-spouse,Other,White,Male,North America,0
40-49,Private,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
40-44,Non-Government,Married-civ-spouse,Other,White,Male,North America,0
45-49,Non-Government,Married-civ-spouse,Transport-moving,White,Male,North America,0
45-49,Non-Government,Married-civ-spouse,Transport-moving,White,Male,North America,0
45-49,Non-Government,Married-civ-spouse,Transport-moving,White,Male,North America,0
45-49,Non-Government,Married-civ-spouse,Transport-moving,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Other-service,White,Male,North America,0
50-54,Private,Married-civ-spouse,Farming-fishing,White,Male,North America,0
50-54,Private,Married-civ-spouse,Farming-fishing,White,Male,North America,1
50-54,Private,Married-civ-spouse,Farming-fishing,White,Male,North America,0
55-59,Non-Government,Married-civ-spouse,Farming-fishing,White,Male,North America,0
55-59,Non-Government,Married-civ-spouse,Farming-fishing,White,Male,North America,0
55-59,Non-Government,Married-civ-spouse,Farming-fishing,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Non-Government,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,0
50-59,Private,Married-civ-spouse,Transport-moving,White,Male,United-States,1
40-59,Non-Government,Married-civ-spouse,Other,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Other,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Other,White,Male,Europe,0
40-44,Private,Married-civ-spouse,Nontechnical,White,Male,North America,0
40-44,Private,Married-civ-spouse,Nontechnical,White,Male,North America,0
40-44,Private,Married-civ-spouse,Nontechnical,White,Male,North America,0
45-49,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Mexico,0
45-49,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Mexico,0
45-49,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Mexico,0
45-49,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Mexico,0
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,1
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,1
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,0
50-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,North America,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,1
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Non-Government,Married-civ-spouse,Nontechnical,White,Male,Europe,0
40-59,Local-gov,Married-civ-spouse,Other-service,White,Male,North America,0
40-59,Local-gov,Married-civ-spouse,Other-service,White,Male,North America,0
40-59,Local-gov,Married-civ-spouse,Other-service,White,Male,North America,0
40-59,Local-gov,Married-civ-spouse,Other-service,White,Male,North America,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
40-59,Private,Divorced,Tech-support,White,Male,United-States,0
41,Private,Divorced,Craft-repair,White,Male,United-States,1
41,Private,Divorced,Craft-repair,White,Male,United-States,1
41,Private,Divorced,Craft-repair,White,Male,United-States,1
42,Private,Divorced,Craft-repair,White,Male,United-States,0
42,Private,Divorced,Craft-repair,White,Male,United-States,0
42,Private,Divorced,Craft-repair,White,Male,United-States,0
43,Private,Divorced,Craft-repair,White,Male,United-States,0
43,Private,Divorced,Craft-repair,White,Male,United-States,0
43,Private,Divorced,Craft-repair,White,Male,United-States,0
43,Private,Divorced,Craft-repair,White,Male,United-States,0
44,Private,Divorced,Craft-repair,White,Male,United-States,0
44,Private,Divorced,Craft-repair,White,Male,United-States,0
44,Private,Divorced,Craft-repair,White,Male,United-States,0
45,Private,Divorced,Craft-repair,White,Male,United-States,0
45,Private,Divorced,Craft-repair,White,Male,United-States,1
45,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,1
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
45-49,Private,Divorced,Craft-repair,White,Male,United-States,0
50-54,Private,Divorced,Craft-repair,White,Male,United-States,1
50-54,Private,Divorced,Craft-repair,White,Male,United-States,0
50-54,Private,Divorced,Craft-repair,White,Male,United-States,1
50-54,Private,Divorced,Craft-repair,White,Male,United-States,0
50-54,Private,Divorced,Craft-repair,White,Male,United-States,0
50-54,Private,Divorced,Craft-repair,White,Male,United-States,1
50-54,Private,Divorced,Craft-repair,White,Male,United-States,0
55-59,Private,Divorced,Craft-repair,White,Male,United-States,0
55-59,Private,Divorced,Craft-repair,White,Male,United-States,0
55-59,Private,Divorced,Craft-repair,White,Male,United-States,1
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,1
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-44,Private,Divorced,Prof-specialty,White,Male,United-States,0
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
45-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
50-54,Private,Divorced,Prof-specialty,White,Male,United-States,0
50-54,Private,Divorced,Prof-specialty,White,Male,United-States,1
50-54,Private,Divorced,Prof-specialty,White,Male,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Male,United-States,1
50-59,Private,Divorced,Prof-specialty,White,Male,United-States,0
50-59,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,1
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-49,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
50-59,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
50-59,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
50-59,Private,Divorced,Machine-op-inspct,White,Male,United-States,0
40-44,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-44,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
40-44,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-44,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
50-59,Self-emp-not-inc,Divorced,Craft-repair,White,Male,North America,0
50-59,Self-emp-not-inc,Divorced,Craft-repair,White,Male,North America,1
50-59,Self-emp-not-inc,Divorced,Craft-repair,White,Male,North America,0
40-59,Self-emp-inc,Divorced,Technical,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Technical,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Technical,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
40-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
40-49,Private,Divorced,Prof-specialty,White,Male,United-States,1
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-59,Private,Divorced,Technical,White,Male,United-States,1
40-59,Private,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Technical,White,Male,United-States,0
40-49,Private,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
40-49,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
50-59,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
50-59,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,1
50-59,Self-emp-not-inc,Divorced,Technical,White,Male,United-States,0
40-59,Self-emp-inc,Divorced,Prof-specialty,White,Male,United-States,1
40-59,Self-emp-inc,Divorced,Prof-specialty,White,Male,United-States,1
40-59,Self-emp-inc,Divorced,Prof-specialty,White,Male,United-States,1
40-59,Self-emp-inc,Divorced,Prof-specialty,White,Male,United-States,1
40-44,Non-Government,Divorced,Technical,White,Male,United-States,0
40-44,Non-Government,Divorced,Technical,White,Male,United-States,0
40-44,Non-Government,Divorced,Technical,White,Male,United-States,0
40-44,Non-Government,Divorced,Technical,White,Male,United-States,0
40-44,Non-Government,Divorced,Technical,White,Male,United-States,1
45-49,Non-Government,Divorced,Technical,White,Male,North America,0
45-49,Non-Government,Divorced,Technical,White,Male,North America,1
45-49,Non-Government,Divorced,Technical,White,Male,North America,1
45-49,Non-Government,Divorced,Technical,White,Male,North America,1
45-49,Non-Government,Divorced,Technical,White,Male,North America,0
50-54,Non-Government,Divorced,Technical,White,Male,United-States,1
50-54,Non-Government,Divorced,Technical,White,Male,United-States,1
50-54,Non-Government,Divorced,Technical,White,Male,United-States,1
50-54,Non-Government,Divorced,Technical,White,Male,United-States,0
50-54,Non-Government,Divorced,Technical,White,Male,United-States,1
55-59,Private,Divorced,Prof-specialty,White,Male,United-States,0
55-59,Private,Divorced,Prof-specialty,White,Male,United-States,0
55-59,Private,Divorced,Prof-specialty,White,Male,United-States,0
40-59,Private,Never-married,Tech-support,White,Male,United-States,0
40-59,Private,Never-married,Tech-support,White,Male,United-States,0
40-59,Private,Never-married,Tech-support,White,Male,United-States,0
40-59,Private,Never-married,Tech-support,White,Male,United-States,0
40-59,Private,Never-married,Tech-support,White,Male,United-States,0
40-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-44,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-44,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-44,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
40-44,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
45-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
45-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
45-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
45-49,Non-Government,Never-married,Craft-repair,White,Male,United-States,0
50-59,Private,Never-married,Craft-repair,White,Male,United-States,0
50-59,Private,Never-married,Craft-repair,White,Male,United-States,0
50-59,Private,Never-married,Craft-repair,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,1
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-49,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,1
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,1
50-59,Private,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Self-emp-not-inc,Never-married,Prof-specialty,White,Male,United-States,0
40-59,Private,Never-married,Machine-op-inspct,White,Male,United-States,0
40-59,Private,Never-married,Machine-op-inspct,White,Male,United-States,0
40-59,Private,Never-married,Machine-op-inspct,White,Male,United-States,0
40-49,Non-Government,Never-married,Technical,White,Male,United-States,1
40-49,Non-Government,Never-married,Technical,White,Male,United-States,1
40-49,Non-Government,Never-married,Technical,White,Male,United-States,1
40-49,Non-Government,Never-married,Technical,White,Male,United-States,1
40-49,Non-Government,Never-married,Technical,White,Male,United-States,1
40-49,Private,Never-married,Technical,White,Male,United-States,0
40-49,Private,Never-married,Technical,White,Male,United-States,1
40-49,Private,Never-married,Technical,White,Male,United-States,0
40-44,Private,Never-married,Technical,White,Male,United-States,0
40-44,Private,Never-married,Technical,White,Male,United-States,0
40-44,Private,Never-married,Technical,White,Male,United-States,0
40-44,Private,Never-married,Technical,White,Male,United-States,0
55-59,Non-Government,Never-married,Technical,White,Male,United-States,1
55-59,Non-Government,Never-married,Technical,White,Male,United-States,1
55-59,Non-Government,Never-married,Technical,White,Male,United-States,0
40-49,Private,Never-married,Technical,White,Male,United-States,0
40-49,Private,Never-married,Technical,White,Male,United-States,1
